中央卫视,#genre#
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8


江苏卫视,https://t.freetv.fun/live/jiang-su-wei-shi-4.m3u8
江苏卫视,https://t.freetv.fun/live/jiang-su-wei-shi-11.php
江苏卫视,https://t.freetv.fun/live/jiang-su-wei-shi-13.m3u8

浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8

河北卫视,https://t.freetv.fun/live/he-bei-wei-shi-1.php
河北卫视,https://t.freetv.fun/live/he-bei-wei-shi-5.m3u8
河北卫视,http://event.pull.hebtv.com/jishi/weishi_tingyun.m3u8
河北卫视,https://t.freetv.fun/live/he-bei-wei-shi.m3u8

河南衛視,https://t.freetv.fun/live/he-nan-wei-shi-13.php
河南衛視,http://113.96.132.88/tvcdn.stream3.hndt.com/tv/65c4a6d5017e1000b2b6ea2500000000_transios/playlist.m3u8?wsSecret=83108a2b98020b1c19198514af539f86&wsTime=1774868768&wsSession=1a1f6e0ae9aaeda6c0bfe71d-177485796412372&wsIPSercert=f1ed5e80c31ab65580d88c6bbb451005&wsBindIP=2&wsserid=1168290926681415262

海南衛視,https://t.freetv.fun/live/hai-nan-wei-shi.m3u8
海南衛視,https://t.freetv.fun/live/hai-nan-wei-shi-2.m3u8

广东卫视,https://t.freetv.fun/live/yan-dong-wei-shi-16.m3u8
广东卫视,https://t.freetv.fun/live/yan-dong-wei-shi-6.
广东卫视,https://t.freetv.fun/live/yan-dong-wei-shi-9.m3u8

广西卫视,http://107.150.60.122/live/gxwshd.m3u8

贵州卫视,https://t.freetv.fun/live/gui-zhou-wei-shi-2.m3u8
贵州卫视,http://107.150.60.122/live/gzwshd.m3u8
贵州卫视,http://107.150.60.122/live/hnwshd.m3u8

深圳衛視,https://t.freetv.fun/live/shen-zhen-wei-shi-7.m3u8
深圳衛視,https://t.freetv.fun/live/shen-zhen-wei-shi-9.php

湖北衛視,https://t.freetv.fun/live/hu-bei-wei-shi-2.m3u8
湖北衛視,https://t.freetv.fun/live/hu-bei-wei-shi-3.m3u8
湖北衛視,https://t.freetv.fun/live/hu-bei-wei-shi-9.m3u8



甘肃衛視,https://t.freetv.fun/live/gan-su-wei-shi-1.m3u8
甘肃衛視,https://t.freetv.fun/live/gan-su-wei-shi-3.m3u8

西藏衛視,https://t.freetv.fun/live/xi-cang-wei-shi-3.m3u8

北京衛視,https://t.freetv.fun/live/bei-jing-wei-shi-8.php
北京衛視,https://t.freetv.fun/live/bei-jing-wei-shi-4.m3u8
北京衛視,https://t.freetv.fun/live/bei-jing-wei-shi.m3u8

吉林衛視,https://t.freetv.fun/live/ji-lin-wei-shi-6.php
吉林衛視,https://t.freetv.fun/live/ji-lin-wei-shi-7.m3u8

四川衛視,https://t.freetv.fun/live/si-chuan-wei-shi-2.php
四川衛視,https://t.freetv.fun/live/si-chuan-wei-shi-6.m3u8
四川衛視,https://t.freetv.fun/live/si-chuan-wei-shi.m3u8

大灣區衛視,https://t.freetv.fun/live/da-wan-qu-wei-shi-2.m3u8
大灣區衛視,https://t.freetv.fun/live/da-wan-qu-wei-shi-10.php

天津衛視,https://t.freetv.fun/live/tian-jin-wei-shi-4.m3u8
天津衛視,https://t.freetv.fun/live/tian-jin-wei-shi-6.m3u8
天津衛視,https://t.freetv.fun/live/tian-jin-wei-shi-9.m3u8

寧夏衛視,https://t.freetv.fun/live/zhu-xia-wei-shi-4.m3u8

山東衛視,https://t.freetv.fun/live/shan-dong-wei-shi-3.m3u8
山東衛視,https://t.freetv.fun/live/shan-dong-wei-shi-2.php
山東衛視,https://t.freetv.fun/live/shan-dong-wei-shi-5.m3u8


山西衛視,https://t.freetv.fun/live/shan-xi-wei-shi-5.m3u8
山西衛視,https://t.freetv.fun/live/shan-xi-wei-shi-2-1.m3u8
山西衛視,https://t.freetv.fun/live/shan-xi-wei-shi-3-2.m3u8


广西衛視,https://t.freetv.fun/live/yan-xi-wei-shi.m3u8
广西衛視,https://t.freetv.fun/live/yan-xi-wei-shi-2.php

延边衛視,https://t.freetv.fun/live/yan-bian-wei-shi-1.m3u8
延边衛視,https://t.freetv.fun/live/yan-bian-wei-shi-3.m3u8

新疆衛視,https://t.freetv.fun/live/xin-jiang-wei-shi-1.m3u8

東南衛視,https://t.freetv.fun/live/dong-nan-wei-shi-2.m3u8
東南衛視,https://t.freetv.fun/live/dong-nan-wei-shi-3.m3u8
東南衛視,https://t.freetv.fun/live/dong-nan-wei-shi-8.m3u8
東南衛視,https://t.freetv.fun/live/dong-nan-wei-shi.php




江西衛視,https://t.freetv.fun/live/jiang-xi-wei-shi-7.php
江西衛視,https://t.freetv.fun/live/jiang-xi-wei-shi-9.m3u8
江西衛視,https://t.freetv.fun/live/jiang-xi-wei-shi-1.m3u8


重庆卫视,https://t.freetv.fun/live/zhong-qing-wei-shi-4.m3u8
重庆卫视,https://t.freetv.fun/live/zhong-qing-wei-shi-12.php

陝西衛視,https://t.freetv.fun/live/shan-xi-wei-shi.m3u8
陝西衛視,https://t.freetv.fun/live/shan-xi-wei-shi-6.m3u8

云南卫视,https://t.freetv.fun/live/yun-nan-wei-shi-9.m3u8
云南卫视,https://t.freetv.fun/live/yun-nan-wei-shi-8.m3u8

黑龍江衛視,https://t.freetv.fun/live/hei-long-jiang-wei-shi-2.m3u8
黑龍江衛視,https://t.freetv.fun/live/hei-long-jiang-wei-shi-3.m3u8

体育,#genre#
安徽综艺体育,http://112.27.235.94:8000/hls/25/index.m3u8
安徽综艺体育,https://t.freetv.fun/live/an-hui-zong-yi-ti-yu-2.m3u8 


JJ斗地主,https://live.ottiptv.cc/douyu/488743


CCTV5体育,https://t.freetv.fun/live/cctv5.m3u8
CCTV5体育,https://t.freetv.fun/live/cctv5-1.m3u8
CCTV5体育,http://74.91.26.218:82/live/cctv5hd.m3u8
CCTV5体育,http://222.169.85.8:9901/tsfile/live/0005_1.m3u8
CCTV5体育,http://112.46.85.60:8009/hls/503/index.m3u8
CCTV5体育,http://120.76.248.139/live/bfgd/4200000064.m3u8

CCTV5+,https://t.freetv.fun/live/cctv5-plus-6.m3u8
CCTV5+,https://t.freetv.fun/live/cctv-5-plusti-yu-sai-shi.m3u8
CCTV5+,http://112.27.235.94:8000/hls/6/index.m3u8$LR•15•IPV4『线路1』
CCTV5+,http://107.150.60.122/live/cctv5p.m3u8
CCTV5+,http://74.91.26.218:82/live/cctv5p.m3u8
CCTV5+,http://223.112.114.228:50080/newlive/live/hls/180/live.m3u8

CCTV16奥林匹克,https://t.freetv.fun/live/cctv16-5.m3u8
CCTV16奥林匹克,https://t.freetv.fun/live/cctv-16hd-1.m3u8
CCTV16奥林匹克,http://74.91.26.218:82/live/cctv16hd.m3u8$LR•10•IPV4『线路2』
CCTV16奥林匹克,http://39.152.103.17:8089/tsfile/live/1015_1.m3u8
CCTV16奥林匹克,http://74.91.26.218:82/live/cctv16hd.m3u8


风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
风云足球,https://t.freetv.fun/live/cctvfeng-yun-zu-qiu.m3u8

高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub

央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub

五星體育,https://t.freetv.fun/live/wu-xing-ti-yu.m3u8


五星體育,http://111.56.90.5/000000000000/5000000010000017540/1.m3u8


廣東體育,,https://t.freetv.fun/live/yan-dong-ti-yu.m3u8
廣東體育,https://t.freetv.fun/live/yan-dong-ti-yu-2.m3u8
廣東體育,https://t.freetv.fun/live/yan-dong-ti-yu-7.m3u8
廣東體育,https://t.freetv.fun/live/yan-dong-ti-yu-10.m3u8
廣東體育,https://t.freetv.fun/live/yan-dong-ti-yu-gao-qing-10.m3u8

江苏体育,http://183.207.248.71/gitv/live1/G_JSTY/G_JSTY
山东体育,http://livealone302.iqilu.com/iqilu/typd.m3u8

辽宁体育,http://dassby.qqff.top:99/live/辽宁体育/index.m3u8
辽宁体育,https://t.freetv.fun/live/liao-zhu-ti-yu.m3u8
辽宁体育,https://t.freetv.fun/live/liao-zhu-ti-yu-2.m3u8
辽宁体育,https://t.freetv.fun/live/liao-zhu-ti-yu-1.m3u8 

精品体育,https://epg.pw/stream/866a097a0907c9832440f8df38272dd555abf05200dfbafcc137e214c9b30ca7.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8

劲爆体育,http://dassby.qqff.top:99/live/劲爆体育/index.m3u8
劲爆体育,http://120.238.94.82:9901/tsfile/live/1086_1.m3u8

澳门体育,http://cdn6.163189.xyz/163189/amty

緯來體育,rtmp://f13h.mine.nu:1935/sat/tv721
緯來體育,rtmp://f13h.mine.nu/sat/tv721
緯來體育,https://t.freetv.fun/live/wei-lai-ti-yu-ee.php

智林體育,https://t.freetv.fun/live/zhi-lin-ti-yu.php

ELTA體育,https://t.freetv.fun/live/delta-tv-1.m3u8
ELTA體育,https://t.freetv.fun/live/cctv4mei-zhou.m3u8
ELTA體育,https://t.freetv.fun/live/cctv-4k.m3u8
ELTA體育,https://t.freetv.fun/live/delta-tv-1.m3u8

睛彩竞技,http://123.118.56.249:8686/rtp/239.3.1.125:8001$北京联通11
睛彩竞技,http://123.118.58.175:8686/rtp/239.3.1.125:8001$北京联通31
睛彩篮球,http://113.119.24.87:58888/udp/239.77.1.21:5146$广东电信11
睛彩篮球,http://123.118.56.249:8686/rtp/239.3.1.126:8001$北京联通11
睛彩篮球,http://123.118.58.175:8686/rtp/239.3.1.126:8001$北京联通31

now Sports HD,https://t.freetv.fun/live/now-sportsjing-xuan.m3u8

DAZN 2(TW),rtmp://f13h.mine.nu/sat/tv741

TNT Sports(国外),https://t.freetv.fun/live/n-sports-1.m3u8
PSL(国外),http://103.175.242.10:8080/tsports1/index.m3u8
IPL(国外),http://stvlive.net:8080/sonyten5/index.m3u8
TVRI Sport(国外),https://tvr-sport.lg.mncdn.com/tvrsport/smil:tvrsport.smil/chunklist_b5160000.m3u8
beIN Sport(国外),https://dc1644a9jazgj.cloudfront.net/beIN_Sports_Xtra_Espanol.m3u8
Gol Classics(国外),https://d71gqtnep83vb.cloudfront.net/gol_classics/gol_classics.m3u8
Tele Rebelde(NBA国外),https://tv.picta.cu/telerebelde/telerebelde_1.m3u8


电影,#genre#
CHC家庭影院,https://t.freetv.fun/live/chcjia-ting-ying-yuan.m3u8
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub

CHC电影,http://183.237.95.108:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0

CHC動作電影,https://t.freetv.fun/live/chcdong-zuo-dian-ying.m3u8

CHC影迷電影,https://t.freetv.fun/live/chcying-mi-dian-ying.m3u8

三七电影V,https://goodiptv.club/douyu/9457792

美亞電影台[TW],https://t.freetv.fun/live/mei-ya-dian-ying-1.m3u8

少儿,#genre#
金鷹卡通,https://t.freetv.fun/live/jin-ying-qia-tong-1.m3u8
金鷹卡通,http://phoneqq.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwNi4xNC4zOC41NSZ0ZXJtPTUmcWlkPSZyYXV0aF9lbmFibGU9b2ZmJmNkbmV4X2lkPXFxX3Bob25lX2xpdmUmY2hzPSZkZWY9MSZzPThmZTZlMWJmYmZkNmFmMGY4ZmMyZWQ5MjI5M2M0Y2Y2JnVpZD0mdXVpZD0zNTgyNjRjMzU2NWQ5ZTkzOWViNmY5MjIwMjU3YmVlNy02YTBlMjYzNyZ2PTImYXM9MCZlcz0xNzc0ODgzMDk4/JYKTMPP360.m3u8
金鷹卡通,https://t.freetv.fun/live/jin-ying-qia-tong-3.m3u8

卡酷少儿,http://218.13.170.98:9901/tsfile/live/1021_1.m3u8
南京少儿,http://nklive.nbs.cn/hls/e0981f3f-1a20-4a59-b8d1-17feb83a4610/index.m3u8
韩国EBS少儿,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
優漫卡通,https://t.freetv.fun/live/you-man-qia-tong-1.m3u8

哈哈炫動,https://t.freetv.fun/live/ha-ha-xuan-dong.m3u8
哈哈炫動,https://t.freetv.fun/live/ha-ha-xuan-dong-1.m3u8

嘉佳卡通,https://t.freetv.fun/live/jia-jia-qia-tong-5.php
嘉佳卡通,https://t.freetv.fun/live/jia-jia-qia-tong-6.m3u8

廣東少兒,https://t.freetv.fun/live/yan-dong-shao-er-1.m3u8
廣東少兒,https://t.freetv.fun/live/yan-dong-shao-er-2.m3u8
廣東少兒,https://t.freetv.fun/live/yan-dong-shao-er-3.m3u8
廣東少兒,https://t.freetv.fun/live/yan-dong-shao-er-4.m3u8
廣東少兒,https://t.freetv.fun/live/yan-dong-shao-er-5.m3u8
廣東少兒,https://t.freetv.fun/live/yan-dong-shao-er-7.php

江西少兒,https://t.freetv.fun/live/jiang-xi-shao-er-jia-ting.m3u8


港澳台,#genre#
鳳凰衛視中文,http://r.jdshipin.com/cCCzW$LR•5•IPV4『线路2』
鳳凰衛視中文,https://t.freetv.fun/live/feng-huang-zhong-wen-2.m3u8
鳳凰衛視中文,https://t.freetv.fun/live/feng-huang-zhong-wen-3.m3u8
鳳凰衛視中文,https://t.freetv.fun/live/feng-huang-zhong-wen-5.m3u8
鳳凰衛視中文,http://43.152.143.193:80/1.v.smtcdns.net/tvlive.fengshows.cn/live/0701pcc72.flv

台視HD,rtmp://f13h.mine.nu/sat/tv071
台視HD,https://t.freetv.fun/live/tai-shi-2.ts

TVB Plus,http://r.jdshipin.com/Nr5jq
TVB Plus,http://r.jdshipin.com/ndGgS

TVBJ2,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVBJ2,http://fm1077.serv00.net/Smart.php?id=j2_twn

有线新闻,http://iptv.4666888.xyz/iptv2A.php?id=31

無線新聞臺,https://t.freetv.fun/live/wu-xian-xin-wen-1-1.m3u8

鳳凰資訊HD,https://t.freetv.fun/live/feng-huang-zi-xun-1.m3u8
鳳凰資訊HD,http://cdn6.163189.xyz/163189/fhzx

翡翠台,http://r.jdshipin.com/qClQf$LR•6•IPV4『线路2』
翡翠台,https://t.freetv.fun/live/fei-cui-9.m3u8
翡翠台,rtmp://demo2.anj365.com/live/xiangjiaoge-fc


中天新聞FHD,rtmp://demo2.anj365.com/live/xiangjiaoge-ztxw

中視HD,https://t.freetv.fun/live/zhong-shi-5.ts
中視HD,rtmp://f13h.mine.nu:1935/sat/tv091

千禧经典,http://cdn9.163189.xyz/smt3.1.1.php?id=Tvbclassic

环球电视,http://utv1.hqtvzb.com:9999/hls/world.m3u8

地方频道,#genre#

四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8

延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8
延边卫视,https://srs.iyb983.cn:443/video/CYS/index.m3u8
延边卫视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8#

南京教科,http://nklive.nbs.cn/hls/75b3c462-b831-4de7-a34b-5d3221db2069/index.m3u8
南京教科,https://mgtv.ottiptv.cc/migu/838153729.m3u8?migutoken=0427a8c0867765b66984ce8ef774d494eeb52a2d6a7eefe17c4b03fa30923700917323b8951caa30617f3eecc1db2844cdff2f7470556533fbc072ad7a7cb0c6284344cc57983294a2b26f4303
南京教科,http://gslbmgsplive.miguvideo.com/migu/kailu/nanjingkj/50/20230719/index.m3u8?msisdn=2025091908013422d2a0f4ed5e4511b896d3d3645248f2&mdspid=&spid=699067&netType=0&sid=5910021865&pid=2028597139&timestamp=20250919080134&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=838153729&ParentNodeID=-99&assertID=5910021865&client_ip=106.13.250.88&SecurityKey=20250919080134&promotionId=&mvid=5900006205&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=52692ec9c72414583509ce0cd575172e&ddCalcu=e522e7611985207e5cd9cc07e2c491045538
南京教科,http://gslbmgsplive.miguvideo.com/migu/kailu/nanjingkj/50/20230719/index.m3u8?msisdn=20251023080141d50925a1117343ecb53b23bb6266f888&mdspid=&spid=699067&netType=0&sid=5910021865&pid=2028597139&timestamp=20251023080141&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=838153729&ParentNodeID=-99&assertID=5910021865&client_ip=106.13.250.83&SecurityKey=20251023080141&promotionId=&mvid=5900006205&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=b2b216d53c7175e66065d308271343c9&ddCalcu=9bc2e3b2428310167d25830c37d157650e66
南京新闻综合,http://nklive.nbs.cn/hls/d511bc9d-a694-4453-b3a2-4fc842cc97a1/index.m3u8
南京新闻综合,https://mgtv.ottiptv.cc/migu/838109047.m3u8?migutoken=d3d943815e6d6e9e9493a9b4b1d5a1d360bb5f3c04230f6d4d71f7f7c9f30771d321f1c262008c92ffde17fef4a62d1e1c58d5a9454573fb1489994d9be29f4e1cc7786813b671581eda4b9439
南京新闻综合,http://gslbmgsplive.miguvideo.com/migu/kailu/nanjingxwzh/50/20230719/index.m3u8?msisdn=202509190801346040f34e796a43e3821e1db9273c556a&mdspid=&spid=699067&netType=0&sid=5910021863&pid=2028597139&timestamp=20250919080134&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=838109047&ParentNodeID=-99&assertID=5910021863&client_ip=106.13.250.88&SecurityKey=20250919080134&promotionId=&mvid=5900006203&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=de89fe41d47757280f2c68af5d15033a&ddCalcu=ad3ee3810985f01ed451fda48767c527f208
南京新闻综合,http://gslbmgsplive.miguvideo.com/migu/kailu/nanjingxwzh/50/20230719/index.m3u8?msisdn=20251023080141b90781bc871243ca9ccefdd19990364a&mdspid=&spid=699067&netType=0&sid=5910021863&pid=2028597139&timestamp=20251023080141&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=838109047&ParentNodeID=-99&assertID=5910021863&client_ip=106.13.250.83&SecurityKey=20251023080141&promotionId=&mvid=5900006203&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=147e2c56380633b791b7bb2fc8bdccc9&ddCalcu=91c4ec72ce8d20bc85c6f328b0b673b31b97



浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8

安徽导视,http://dspdhls.appcoo.com:8888/live/dspd/index.m3u8


廣州新聞,https://t.freetv.fun/live/yan-zhou-xin-wen-1.m3u8
廣州新聞,https://t.freetv.fun/live/yan-zhou-xin-wen-3.m3u8
廣州新聞,https://t.freetv.fun/live/yan-zhou-xin-wen-4.php

